4374.33388118993,-2095.802479886773,-2.0
4373.878853288564,-2095.5952370124014,-2.0
4373.423825387197,-2095.387994138029,-2.0
4373.386719,-2095.371094,-2.0
4372.931691098634,-2095.1638511256283,-2.0
4372.476663197267,-2094.9566082512565,-2.0
4372.0216352959005,-2094.749365376885,-2.0
4371.566607394533,-2094.5421225025134,-2.0
4371.111579493167,-2094.3348796281416,-2.0
4370.6565515918,-2094.12763675377,-2.0
4370.2015236904335,-2093.920393879398,-2.0
4369.746495789067,-2093.7131510050262,-2.0
4369.2914678877005,-2093.505908130655,-2.0
4368.836439986333,-2093.298665256283,-2.0
4368.3814120849665,-2093.0914223819113,-2.0
4367.9263841836,-2092.8841795075396,-2.0
4367.4713562822335,-2092.6769366331678,-2.0
4367.016328380867,-2092.469693758796,-2.0
4366.5613004795005,-2092.2624508844247,-2.0
4366.106272578133,-2092.055208010053,-2.0
4365.6512446767665,-2091.847965135681,-2.0
4365.1962167754,-2091.6407222613093,-2.0
4364.7411888740335,-2091.4334793869375,-2.0
4364.286160972667,-2091.226236512566,-2.0
4363.8311330713,-2091.0189936381944,-2.0
4363.376105169933,-2090.8117507638226,-2.0
4362.9210772685665,-2090.604507889451,-2.0
4362.4660493672,-2090.397265015079,-2.0
4362.011021465833,-2090.1900221407072,-2.0
4361.555993564467,-2089.982779266336,-2.0
4361.1009656631,-2089.775536391964,-2.0
4360.645937761733,-2089.5682935175923,-2.0
4360.190909860366,-2089.3610506432206,-2.0
4359.735881959,-2089.1538077688488,-2.0
4359.280854057633,-2088.946564894477,-2.0
4358.825826156267,-2088.7393220201056,-2.0
4358.3707982549,-2088.532079145734,-2.0
4357.915770353534,-2088.324836271362,-2.0
4357.460742452166,-2088.1175933969903,-2.0
4357.0057145508,-2087.9103505226185,-2.0
4356.550686649433,-2087.703107648247,-2.0
4356.095658748067,-2087.4958647738754,-2.0
4355.6406308467,-2087.2886218995036,-2.0
4355.185602945334,-2087.081379025132,-2.0
4354.730575043966,-2086.87413615076,-2.0
4354.2755471426,-2086.6668932763882,-2.0
4353.820519241233,-2086.459650402017,-2.0
4353.365491339867,-2086.252407527645,-2.0
4352.9104634385,-2086.0451646532733,-2.0
4352.455435537134,-2085.8379217789015,-2.0
4352.000407635766,-2085.6306789045298,-2.0
4351.5453797344,-2085.423436030158,-2.0
4351.090351833033,-2085.2161931557866,-2.0
4350.635323931667,-2085.008950281415,-2.0
4350.1802960303,-2084.801707407043,-2.0
4349.725268128934,-2084.5944645326713,-2.0
4349.270240227566,-2084.3872216582995,-2.0
4348.8152123262,-2084.179978783928,-2.0
4348.360184424833,-2083.9727359095564,-2.0
4347.905156523467,-2083.7654930351846,-2.0
4347.4501286221,-2083.558250160813,-2.0
4346.995100720734,-2083.351007286441,-2.0
4346.540072819366,-2083.1437644120692,-2.0
4346.085044918,-2082.936521537698,-2.0
4345.630017016633,-2082.729278663326,-2.0
4345.174989115267,-2082.5220357889543,-2.0
4344.7199612139,-2082.3147929145825,-2.0
4344.264933312534,-2082.1075500402108,-2.0
4343.809905411167,-2081.900307165839,-2.0
4343.3548775098,-2081.6930642914676,-2.0
4342.899849608433,-2081.485821417096,-2.0
4342.444821707067,-2081.278578542724,-2.0
4341.9897938057,-2081.0713356683523,-2.0
4341.534765904334,-2080.8640927939805,-2.0
4341.079738002967,-2080.656849919609,-2.0
4340.6247101016,-2080.4496070452374,-2.0
4340.169682200233,-2080.2423641708656,-2.0
4339.714654298867,-2080.035121296494,-2.0
4339.2596263975,-2079.827878422122,-2.0
4338.804598496134,-2079.62063554775,-2.0
4338.349570594767,-2079.413392673379,-2.0
4337.8945426934,-2079.206149799007,-2.0
4337.439514792033,-2078.9989069246353,-2.0
4336.984486890667,-2078.7916640502635,-2.0
4336.5294589893,-2078.5844211758917,-2.0
4336.074431087934,-2078.37717830152,-2.0
4335.619403186567,-2078.1699354271486,-2.0
4335.1643752852,-2077.962692552777,-2.0
4334.709347383833,-2077.755449678405,-2.0
4334.254319482467,-2077.5482068040333,-2.0
4333.7992915811,-2077.3409639296615,-2.0
4333.344263679734,-2077.13372105529,-2.0
4332.889235778367,-2076.9264781809184,-2.0
4332.4342078770005,-2076.7192353065466,-2.0
4331.979179975633,-2076.511992432175,-2.0
4331.524152074267,-2076.304749557803,-2.0
4331.0691241729,-2076.097506683431,-2.0
4330.6140962715335,-2075.89026380906,-2.0
4330.159068370167,-2075.683020934688,-2.0
4329.7040404688005,-2075.4757780603163,-2.0
4329.249012567433,-2075.2685351859445,-2.0
4328.7939846660665,-2075.0612923115727,-2.0
4328.3389567647,-2074.854049437201,-2.0
4327.8839288633335,-2074.6468065628296,-2.0
4327.428900961967,-2074.439563688458,-2.0
4326.9738730606,-2074.232320814086,-2.0
4326.518845159233,-2074.0250779397143,-2.0
4326.0638172578665,-2073.8178350653425,-2.0
4325.6087893565,-2073.610592190971,-2.0
4325.1537614551335,-2073.4033493165994,-2.0
4324.698733553767,-2073.1961064422276,-2.0
4324.2437056524,-2072.988863567856,-2.0
4323.788677751033,-2072.781620693484,-2.0
4323.3336498496665,-2072.574377819112,-2.0
4322.8786219483,-2072.367134944741,-2.0
4322.423594046933,-2072.159892070369,-2.0
4321.968566145567,-2071.9526491959973,-2.0
4321.5135382442,-2071.7454063216255,-2.0
4321.058510342833,-2071.5381634472537,-2.0
4320.603482441466,-2071.330920572882,-2.0
4320.1484545401,-2071.1236776985106,-2.0
4319.693426638733,-2070.916434824139,-2.0
4319.238398737367,-2070.709191949767,-2.0
4318.783370836,-2070.5019490753953,-2.0
4318.328342934634,-2070.2947062010235,-2.0
